"","Age","Sex","Grade","race","schooltype","curious_trying_others","Smoked_cigarettes_on_1_or","Smoked_cigars_cigarillos","chewing_tobacco_snuff_or","Smoked_tobacco_pipe_not_h","Smoked_bidis_on_1_or_more","Smoked_tobacco_hookah_or","snus_such_as_Camel_or_Mar","dissolvable_tobacco_such","electronic_cigarettes_suc","curious_smoke_cig","housemoate_no_smoke","smoked","curious"
"1",4,"F",1,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"2",4,"F",2,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"3",5,"F",2,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"4",4,"F",2,"Black","Middle",2,0,0,0,0,0,0,0,0,0,2,NA,FALSE,1
"5",5,"M",2,"Black","Middle",1,0,0,0,0,0,0,0,0,0,1,"1",FALSE,1
"6",5,"F",2,"Hispanic","Middle",NA,0,0,0,0,0,0,0,0,NA,4,"1",NA,0
"7",5,"M",2,"White","Middle",2,0,0,0,0,0,0,0,0,0,3,NA,FALSE,0
"8",5,"M",2,"White","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"9",5,"F",2,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"10",5,"F",2,"White","Middle",2,0,0,0,0,0,0,0,0,0,2,"1",FALSE,1
"11",4,"M",2,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"12",5,"M",2,"Black","Middle",2,0,0,NA,0,0,0,0,0,0,4,"1",NA,0
"13",4,"M",2,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"14",5,"M",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,3,NA,FALSE,0
"15",5,"F",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"16",5,"F",2,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"17",4,"F",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,2,"1",FALSE,1
"18",5,"F",2,"Black","Middle",2,0,0,0,0,0,0,0,0,0,1,NA,FALSE,1
"19",4,"F",2,"Black","Middle",2,0,0,0,0,0,0,0,0,0,2,NA,FALSE,1
"20",5,"M",2,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"21",5,"F",2,"White","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"22",4,"M",2,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"23",5,"F",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,3,"1",FALSE,0
"24",5,"M",2,"Hispanic","Middle",NA,1,NA,NA,0,0,0,0,0,0,1,NA,TRUE,1
"25",5,"M",2,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"26",4,"F",2,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"27",5,"M",2,"Black","Middle",2,0,0,NA,0,0,0,0,0,0,4,"1",NA,0
"28",5,"F",2,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"29",4,"F",2,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"30",5,"F",2,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"31",NA,NA,NA,"Black",NA,NA,0,NA,NA,0,0,0,0,0,0,3,NA,NA,0
"32",5,"F",2,"Hispanic","Middle",2,0,0,NA,0,0,0,0,0,0,4,"1",NA,0
"33",5,"M",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,3,NA,FALSE,0
"34",4,"M",2,NA,"Middle",2,0,0,0,0,0,0,0,0,0,1,NA,FALSE,1
"35",NA,"F",NA,NA,NA,2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"36",4,"F",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"37",NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"38",4,"M",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,NA
"39",5,"M",2,NA,"Middle",2,0,0,0,0,0,0,0,0,0,2,"1",FALSE,1
"40",5,"M",2,"NHOPI","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"41",NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"42",NA,"M",NA,NA,NA,2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"43",NA,"F",NA,"Hispanic",NA,2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"44",NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA,NA,NA,0,3,"1",NA,0
"45",4,"F",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"46",5,"M",2,NA,"Middle",1,0,0,0,NA,NA,0,NA,NA,0,2,NA,NA,1
"47",3,"F",1,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"48",3,"F",1,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"49",3,"F",1,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,3,"1",FALSE,0
"50",3,"F",1,"Black","Middle",2,0,0,0,0,0,0,0,0,0,2,"1",FALSE,1
"51",4,"F",1,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"52",3,"F",1,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"53",4,"F",1,"Black","Middle",NA,1,0,0,1,0,0,0,0,0,2,NA,TRUE,1
"54",4,"F",1,"Hispanic","Middle",2,0,0,0,0,0,NA,0,0,0,4,"1",NA,0
"55",5,"M",1,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,2,NA,FALSE,1
"56",4,"M",1,"Black","Middle",1,NA,0,0,0,0,0,0,0,0,4,"1",NA,0
"57",4,"M",1,"AI/AN","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"58",4,"M",1,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"59",4,"F",1,"White","Middle",2,0,0,0,0,0,0,0,0,0,2,"1",FALSE,1
"60",4,"M",1,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"61",4,"F",1,"Hispanic","Middle",1,0,NA,0,0,0,0,0,0,0,1,NA,NA,1
"62",4,"M",1,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"63",4,"F",1,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"64",4,"M",1,"Black","Middle",2,0,0,0,0,0,0,0,0,0,1,NA,FALSE,1
"65",4,"F",1,"White","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"66",3,"M",1,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,3,"1",FALSE,0
"67",4,"F",1,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,2,NA,FALSE,1
"68",4,"F",1,"White","Middle",2,0,0,0,0,0,0,0,0,0,2,NA,FALSE,1
"69",3,"M",1,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"70",3,"M",1,"Black","Middle",2,0,0,0,0,0,0,0,0,0,2,"1",FALSE,1
"71",4,"M",1,"Black","Middle",2,0,0,0,0,0,0,0,0,0,1,NA,FALSE,1
"72",3,"M",1,NA,"Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"73",4,"F",1,"White","Middle",2,0,0,0,0,0,0,0,0,0,3,NA,FALSE,0
"74",3,"F",1,"Black","Middle",1,0,0,0,0,0,0,0,0,0,1,NA,FALSE,1
"75",3,"M",1,"White","Middle",2,0,0,0,0,0,0,0,0,0,2,NA,FALSE,1
"76",4,"M",1,"Hispanic","Middle",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"1",NA,0
"77",3,"F",1,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"78",4,"F",1,"Black","Middle",1,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"79",4,"M",1,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"80",3,"F",1,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"81",4,"F",1,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"82",NA,NA,1,NA,"Middle",2,0,0,0,0,0,0,0,0,0,3,"1",FALSE,0
"83",4,"M",1,"White","Middle",2,0,0,0,0,0,NA,0,0,0,4,"1",NA,0
"84",4,"M",1,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"85",4,"F",1,NA,"Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"86",4,"M",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"87",4,"F",1,"White","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"88",5,"F",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"89",5,"F",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,2,NA,FALSE,1
"90",6,"M",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,3,"1",FALSE,0
"91",6,"M",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"92",6,"M",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,2,NA,FALSE,1
"93",6,"F",3,"White","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"94",6,"F",3,"White","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"95",NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"96",5,"F",3,NA,"Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"97",5,"F",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"98",5,"F",3,"Black","Middle",1,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"99",5,"F",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"100",6,"F",3,"Black","Middle",2,0,0,0,0,0,0,0,0,1,1,NA,TRUE,1
"101",5,"F",3,"White","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"102",6,"F",3,NA,"Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"103",6,"F",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,2,"1",FALSE,1
"104",6,"F",3,"Black","Middle",1,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"105",5,"F",3,"Black","Middle",1,0,NA,0,0,0,0,0,0,0,4,NA,NA,0
"106",7,"F",3,"White","Middle",2,0,0,0,0,0,1,0,0,1,2,"1",TRUE,1
"107",5,"F",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,3,"1",FALSE,0
"108",5,"F",3,"White","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"109",6,"M",3,"Hispanic","Middle",2,0,0,NA,0,0,0,0,0,0,3,NA,NA,0
"110",6,"M",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"111",6,"M",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,2,NA,FALSE,1
"112",6,"M",3,"White","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"113",7,"M",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,3,"1",FALSE,0
"114",5,"M",3,"Hispanic","Middle",1,0,0,0,0,0,0,0,0,0,2,NA,FALSE,1
"115",5,"F",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,2,"1",FALSE,1
"116",6,"M",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"117",6,"M",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"118",5,"F",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"119",5,"F",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"120",5,"F",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"121",6,"F",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"122",5,"M",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,2,NA,FALSE,1
"123",6,"F",3,"Black","Middle",1,0,1,0,0,0,0,0,0,0,2,NA,TRUE,1
"124",6,"M",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"125",6,"F",3,"Black","Middle",1,0,1,0,0,0,0,0,0,0,4,NA,TRUE,0
"126",5,"M",3,"Black","Middle",NA,0,NA,NA,0,0,0,0,0,NA,4,"1",NA,0
"127",6,"M",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"128",7,"F",3,"Hispanic","Middle",1,0,0,0,0,0,0,0,0,0,1,"1",FALSE,1
"129",7,"M",3,"Hispanic","Middle",1,0,1,0,0,0,0,0,1,0,2,"1",TRUE,1
"130",6,"M",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,3,NA,FALSE,0
"131",5,"F",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,2,NA,FALSE,1
"132",4,"F",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"133",4,"M",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"134",5,"M",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"135",5,"F",2,"Hispanic","Middle",1,0,0,1,0,0,0,0,0,0,1,NA,TRUE,1
"136",5,"M",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"137",4,"M",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"138",4,"F",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"139",4,"F",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"140",5,"F",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,2,"1",FALSE,1
"141",5,"M",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,1,"1",FALSE,1
"142",6,"F",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"143",5,"F",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,2,NA,FALSE,1
"144",5,"F",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"145",4,"F",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"146",5,"M",2,"Black","Middle",2,0,0,0,0,0,0,0,0,0,3,"1",FALSE,0
"147",4,"M",2,"White","Middle",2,0,0,0,0,0,0,0,0,0,2,NA,FALSE,1
"148",4,"F",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"149",4,"F",2,"Hispanic","Middle",1,0,0,0,0,0,0,0,0,0,1,"1",FALSE,1
"150",5,"F",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,1,"1",FALSE,1
"151",5,"F",2,"Hispanic","Middle",1,1,1,1,0,0,NA,1,0,1,3,NA,TRUE,0
"152",4,"F",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,3,"1",FALSE,0
"153",4,"F",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"154",NA,NA,NA,"Hispanic",NA,1,0,1,1,0,0,NA,0,0,1,1,NA,TRUE,1
"155",5,"F",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"156",5,"M",2,"Hispanic","Middle",1,0,0,0,0,0,0,0,0,0,1,NA,FALSE,1
"157",5,"F",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,3,NA,FALSE,0
"158",4,"F",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"159",5,"M",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"160",5,"M",2,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"161",5,"M",2,"Hispanic","Middle",2,NA,0,0,NA,NA,0,NA,NA,0,4,NA,NA,0
"162",6,"F",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,3,"1",FALSE,0
"163",6,"M",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"164",6,"M",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"165",6,"F",3,"Hispanic","Middle",2,0,0,NA,0,0,0,0,0,0,4,"1",NA,0
"166",5,"F",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,1,"1",FALSE,1
"167",5,"F",3,"White","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"168",5,"M",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"169",5,"M",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"170",5,"M",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"171",5,"M",3,"Black","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"172",5,"F",3,"White","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"173",5,"M",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,3,"1",FALSE,0
"174",6,"F",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"175",5,"F",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,3,"1",FALSE,0
"176",5,"F",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"177",6,"M",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,1,3,NA,TRUE,0
"178",6,"M",3,"Hispanic","Middle",2,0,0,0,NA,NA,0,NA,NA,0,4,NA,NA,0
"179",5,"M",3,"Hispanic","Middle",2,0,0,0,0,0,1,0,0,0,2,"1",TRUE,1
"180",5,"M",3,"Hispanic","Middle",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"181",5,"M",3,"Hispanic","Middle",2,0,0,0,0,0,NA,0,0,0,4,"1",NA,0
"182",8,"F",6,"White","High",2,0,0,0,0,0,0,0,0,0,2,NA,FALSE,1
"183",9,"F",6,"White","High",2,0,0,0,0,0,0,0,0,NA,4,"1",NA,0
"184",10,"M",7,"Hispanic","High",2,0,0,0,0,0,0,0,0,1,4,"1",TRUE,0
"185",10,"F",7,"White","High",2,0,0,0,0,0,0,0,0,0,2,NA,FALSE,1
"186",10,"M",7,"Hispanic","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"187",10,"M",7,"Hispanic","High",2,0,0,0,0,0,0,0,0,1,4,NA,TRUE,0
"188",9,"M",7,"White","High",2,0,0,0,0,0,0,0,0,1,4,NA,TRUE,0
"189",10,"M",7,"Asian","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"190",9,"M",7,"Hispanic","High",1,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"191",11,"M",7,"Hispanic","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"192",10,"F",7,"Hispanic","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"193",10,"M",7,"Hispanic","High",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"194",10,"F",7,"Hispanic","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"195",9,"F",7,"White","High",2,0,0,0,0,0,0,0,0,1,4,NA,TRUE,0
"196",10,"F",7,"White","High",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"197",10,"M",7,"White","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"198",10,"F",7,"Hispanic","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"199",10,"F",7,"White","High",2,0,0,0,0,0,0,0,0,0,2,"1",FALSE,1
"200",10,"F",7,"White","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"201",9,"F",7,"White","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"202",10,"F",7,"White","High",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"203",10,"F",7,"White","High",2,0,0,0,0,0,0,0,0,0,3,NA,FALSE,0
"204",9,"F",7,"Hispanic","High",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"205",9,"F",7,"Hispanic","High",2,0,0,0,NA,NA,0,NA,NA,0,4,NA,NA,0
"206",9,"M",7,"White","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"207",10,"M",7,"White","High",1,1,1,0,0,0,0,0,0,1,1,NA,TRUE,1
"208",10,"M",7,"Hispanic","High",2,0,0,0,0,0,0,0,0,1,4,"1",TRUE,0
"209",10,"F",7,"White","High",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",9,"M",7,"White","High",2,0,0,0,0,0,0,0,0,1,4,NA,TRUE,0
"212",8,"M",5,"White","High",1,0,0,0,0,0,1,0,0,0,4,"1",TRUE,0
"213",7,"F",4,"White","High",2,NA,0,0,0,0,0,0,0,1,1,"1",TRUE,1
"214",7,"F",4,"AI/AN","High",2,0,0,0,0,0,0,0,0,0,3,"1",FALSE,0
"215",7,"M",4,"White","High",2,0,0,0,0,0,0,0,0,0,3,"1",FALSE,0
"216",7,"M",4,"White","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"217",7,"F",5,"White","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"218",7,"M",4,"White","High",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"219",10,"F",7,"White","High",2,0,0,0,0,0,1,0,0,1,4,"1",TRUE,0
"220",1,"M",1,"White","Middle",1,1,1,1,0,0,1,0,0,1,1,NA,TRUE,1
"221",7,"F",4,"Black","High",2,0,0,0,0,0,0,0,0,1,4,NA,TRUE,0
"222",8,"M",5,NA,"High",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0
"223",6,"F",4,"Hispanic","High",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"224",8,"F",5,"Hispanic","High",2,0,0,0,0,0,0,0,0,1,4,"1",TRUE,0
"225",6,"F",4,"Hispanic","High",1,0,0,0,0,0,0,0,0,1,4,NA,TRUE,0
"226",8,"F",5,"Hispanic","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"227",7,"M",5,"Hispanic","High",2,0,0,0,0,0,NA,0,0,0,4,NA,NA,0
"228",6,"M",4,"White","High",1,0,0,0,0,0,0,0,0,0,3,NA,FALSE,0
"229",6,"F",4,"Hispanic","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"230",7,"F",5,"White","High",2,0,0,0,0,0,0,0,0,1,4,"1",TRUE,0
"231",7,"F",5,"Hispanic","High",2,0,0,0,0,0,0,0,0,1,1,"1",TRUE,1
"232",7,"F",5,"White","High",1,1,0,0,NA,NA,0,NA,NA,1,1,NA,TRUE,1
"233",8,"F",5,"White","High",1,1,1,0,0,0,0,1,0,0,1,NA,TRUE,1
"234",8,"M",5,"White","High",1,1,0,0,0,0,0,0,0,1,1,"1",TRUE,1
"235",7,"M",4,"Hispanic","High",2,0,0,0,0,0,0,0,0,1,2,NA,TRUE,1
"236",8,"M",5,"White","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"237",6,"M",4,"White","High",2,0,0,1,0,0,0,0,0,0,4,NA,TRUE,0
"238",8,"M",5,"Hispanic","High",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"239",8,"M",4,"White","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"240",8,"M",5,"Hispanic","High",2,NA,0,0,NA,NA,0,NA,NA,1,1,"1",TRUE,1
"241",7,"F",4,"Hispanic","High",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"242",6,"F",4,"White","High",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"243",8,"M",5,"Hispanic","High",2,0,0,0,0,0,0,0,0,1,1,"1",TRUE,1
"244",8,"M",5,"Black","High",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"245",8,"M",5,"White","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"246",8,"M",5,"White","High",2,0,0,0,0,0,0,0,0,0,3,"1",FALSE,0
"247",7,"M",4,"White","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"248",8,"M",5,"White","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"249",7,"F",4,"White","High",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"250",8,"M",5,"Hispanic","High",1,1,0,NA,0,0,1,0,0,1,1,NA,TRUE,1
"251",7,"M",5,"White","High",2,0,0,0,0,0,0,0,0,1,1,NA,TRUE,1
"252",8,"M",5,"White","High",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"253",8,"F",5,"White","High",2,0,0,0,0,0,0,0,0,0,4,NA,FALSE,0
"254",7,"F",5,"White","High",2,0,0,0,0,0,0,0,0,0,3,"1",FALSE,0
"255",10,"M",7,"Hispanic","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"256",8,"M",5,"White","High",1,0,0,1,0,0,0,1,0,1,1,NA,TRUE,1
"257",9,"F",6,"White","High",2,0,0,0,0,0,0,0,0,0,3,"1",FALSE,0
"258",8,"F",6,"White","High",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0
"259",8,"M",5,"NHOPI","High",2,0,0,0,0,0,1,0,0,0,3,"1",TRUE,0
"260",10,"F",7,"White","High",2,0,0,0,0,0,0,0,0,0,4,"1",FALSE,0
"261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0
